2023-01-02 23:27:46,143 - /home/yrh/桌面/FastApi/test1/1.py[line:62] - ERROR: 重复提交:895581
2023-01-02 23:35:16,688 - /home/yrh/桌面/FastApi/test1/1.py[line:44] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.07', '玩家价格前五': ['10.36', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:17:25,076 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.7', '玩家价格前五': ['15.9', '16', '16.17', '16.47', '16.5']}}
2023-01-03 14:17:36,486 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:17:37,009 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.7', '52.8', '53.38', '53.48', '53.48']}}
2023-01-03 14:17:37,531 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.7', '玩家价格前五': ['15.9', '16', '16.17', '16.47', '16.5']}}
2023-01-03 14:18:12,141 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:18:12,425 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.7', '52.8', '53.38', '53.48', '53.48']}}
2023-01-03 14:18:12,863 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.7', '玩家价格前五': ['15.9', '16', '16.17', '16.47', '16.5']}}
2023-01-03 14:28:37,054 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:28:37,565 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:28:38,078 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.17', '16.47', '16.5', '16.77', '16.77']}}
2023-01-03 14:29:31,017 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:29:31,630 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.7', '53.38', '53.48', '53.48', '53.59']}}
2023-01-03 14:29:32,041 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.17', '16.47', '16.5', '16.77', '16.77']}}
2023-01-03 14:29:47,489 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:29:49,065 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.7', '53.38', '53.48', '53.48', '53.59']}}
2023-01-03 14:29:50,985 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.17', '16.47', '16.5', '16.77', '16.77']}}
2023-01-03 14:30:06,548 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:30:07,060 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.7', '53.38', '53.48', '53.48', '53.59']}}
2023-01-03 14:30:07,369 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.17', '16.47', '16.5', '16.77', '16.77']}}
2023-01-03 14:30:09,019 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:30:09,276 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.7', '53.38', '53.48', '53.48', '53.59']}}
2023-01-03 14:30:09,561 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['15.97', '16.07', '16.5', '16.54', '16.6']}}
2023-01-03 14:30:13,640 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:30:14,332 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.7', '53.38', '53.48', '53.48', '53.59']}}
2023-01-03 14:30:14,868 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['15.97', '16.07', '16.5', '16.54', '16.6']}}
2023-01-03 14:33:17,548 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:33:18,136 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:33:18,853 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['15.97', '16', '16.07', '16.5', '16.54']}}
2023-01-03 14:33:49,572 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:33:50,084 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:33:50,529 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['15.97', '16', '16.07', '16.5', '16.54']}}
2023-01-03 14:33:55,511 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:33:55,841 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:33:56,251 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['15.97', '16', '16.07', '16.5', '16.54']}}
2023-01-03 14:34:53,395 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:34:53,881 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:34:54,493 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['15.97', '16', '16.07', '16.5', '16.54']}}
2023-01-03 14:34:55,416 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:34:55,846 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:34:56,337 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['15.97', '16', '16.07', '16.5', '16.54']}}
2023-01-03 14:35:05,346 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:35:05,959 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:35:06,373 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.07', '16.54', '16.6', '16.77', '16.78']}}
2023-01-03 14:35:14,080 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:35:14,765 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:35:15,174 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.07', '16.54', '16.6', '16.77', '16.78']}}
2023-01-03 14:35:28,080 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:35:28,694 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:35:29,206 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.07', '16.54', '16.6', '16.77', '16.78']}}
2023-01-03 14:36:24,434 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:36:24,910 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:36:25,655 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.07', '16.54', '16.6', '16.77', '16.78']}}
2023-01-03 14:37:19,072 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:37:19,510 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:37:20,029 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.54', '16.6', '16.77', '16.78', '16.78']}}
2023-01-03 14:38:10,488 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:38:11,508 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:38:12,449 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.54', '16.6', '16.77', '16.78', '16.78']}}
2023-01-03 14:38:33,266 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:38:33,638 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:38:34,056 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.54', '16.6', '16.77', '16.78', '16.78']}}
2023-01-03 14:38:35,069 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:38:35,273 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:38:35,503 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.54', '16.6', '16.77', '16.78', '16.78']}}
2023-01-03 14:38:37,002 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:38:37,862 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:38:38,653 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.54', '16.6', '16.77', '16.78', '16.78']}}
2023-01-03 14:38:45,209 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:38:45,723 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:38:45,823 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:38:46,058 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:38:46,358 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.54', '16.6', '16.77', '16.78', '16.78']}}
2023-01-03 14:38:46,923 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.54', '16.6', '16.77', '16.78', '16.78']}}
2023-01-03 14:38:51,048 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:38:51,661 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:38:52,711 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.54', '16.6', '16.77', '16.78', '16.78']}}
2023-01-03 14:38:55,245 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:38:56,167 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:38:56,807 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.97', '玩家价格前五': ['16.54', '16.6', '16.77', '16.78', '16.78']}}
2023-01-03 14:40:05,533 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:40:06,046 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['53.38', '53.48', '53.48', '53.59', '53.89']}}
2023-01-03 14:40:06,666 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.7', '玩家价格前五': ['16.44', '16.44', '16.5', '16.6', '16.77']}}
2023-01-03 14:40:28,347 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:40:28,987 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.9', '53', '53', '53.38', '53.48']}}
2023-01-03 14:40:29,475 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'AK-47 | 墨岩 (久经沙场)', 'steamCNY价格': '20.7', '玩家价格前五': ['16.44', '16.44', '16.5', '16.6', '16.77']}}
2023-01-03 14:42:32,198 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': '印花 | YEKINDAR（全息）| 2022年安特卫普锦标赛', 'steamCNY价格': '14.83', '玩家价格前五': ['10.35', '10.36', '10.36', '10.36', '10.36']}}
2023-01-03 14:42:32,887 - /home/yrh/桌面/FastApi/test1/1.py[line:56] - INFO: 成功获取buff商品信息:{'code': 200, 'msg': {'商品名称': 'M4A4 | 死寂空间 (略有磨损)', 'steamCNY价格': '69.95', '玩家价格前五': ['52.9', '53', '53', '53.38', '53.48']}}
